scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.05_0.tsv	result/homeo_answer.tsv	344850	233	269	PDBTrRosetta	16	4	9	344357	224	260	0.0386	0.0335	0.9986	0.0359
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.05_1.tsv	result/homeo_answer.tsv	344850	3129	269	PDBTrRosetta	16	4	2	341454	3127	267	0.0006	0.0074	0.9902	0.0012
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.05_2.tsv	result/homeo_answer.tsv	344850	151	269	PDBTrRosetta	16	4	8	344438	143	261	0.0530	0.0297	0.9988	0.0381
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.1_0.tsv	result/homeo_answer.tsv	344850	185	269	PDBTrRosetta	16	4	32	344428	153	237	0.1730	0.1190	0.9989	0.1410
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.1_1.tsv	result/homeo_answer.tsv	344850	357	269	PDBTrRosetta	16	4	38	344262	319	231	0.1064	0.1413	0.9984	0.1214
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.1_2.tsv	result/homeo_answer.tsv	344850	2298	269	PDBTrRosetta	16	4	40	342323	2258	229	0.0174	0.1487	0.9928	0.0312
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.2_0.tsv	result/homeo_answer.tsv	344850	4460	269	PDBTrRosetta	16	4	44	340165	4416	225	0.0099	0.1636	0.9865	0.0186
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.2_1.tsv	result/homeo_answer.tsv	344850	1397	269	PDBTrRosetta	16	4	12	343196	1385	257	0.0086	0.0446	0.9952	0.0144
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.2_2.tsv	result/homeo_answer.tsv	344850	4889	269	PDBTrRosetta	16	4	43	339735	4846	226	0.0088	0.1599	0.9853	0.0167
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.4_0.tsv	result/homeo_answer.tsv	344850	15822	269	PDBTrRosetta	16	4	44	328803	15778	225	0.0028	0.1636	0.9536	0.0055
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.4_1.tsv	result/homeo_answer.tsv	344850	23724	269	PDBTrRosetta	16	4	24	320881	23700	245	0.0010	0.0892	0.9306	0.0020
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_0.4_2.tsv	result/homeo_answer.tsv	344850	30833	269	PDBTrRosetta	16	4	45	313793	30788	224	0.0015	0.1673	0.9101	0.0029
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_0.05_0.tsv	result/homeo_answer.tsv	344850	22931	269	PDBTrRosetta	16	4	98	321748	22833	171	0.0043	0.3643	0.9333	0.0084
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_0.05_1.tsv	result/homeo_answer.tsv	344850	469	269	PDBTrRosetta	16	4	3	344115	466	266	0.0064	0.0112	0.9979	0.0081
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_0.05_2.tsv	result/homeo_answer.tsv	344850	472	269	PDBTrRosetta	16	4	20	344129	452	249	0.0424	0.0743	0.9980	0.0540
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_0.1_0.tsv	result/homeo_answer.tsv	344850	8	269	PDBTrRosetta	16	4	2	344575	6	267	0.2500	0.0074	0.9992	0.0144
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_0.1_1.tsv	result/homeo_answer.tsv	344850	1470	269	PDBTrRosetta	16	4	38	343149	1432	231	0.0259	0.1413	0.9952	0.0437
